Video URL,Title,Description,Channel Title,Keyword Tags,YouTube Video Category,Topic Details,Video Published at,Video Duration,View Count,Comment Count,Captions Available,Caption Text,Location of Recording
https://www.youtube.com/watch?v=ThrC-JWxVA4,Tower Heist,"Ben Stiller and Eddie Murphy lead an all-star cast in Tower Heist, a comedy caper about working stiffs who seek revenge on the Wall Street swindler who stiffed them. After the workers at a luxury Central Park condominium discover the penthouse billionaire has stolen their retirement, they plot the ultimate revenge: a heist to reclaim what he took from them. From director Brett Ratner, Tower Heist also stars Matthew Broderick, Téa Leoni, Gabourey Sidibe, Casey Affleck, and Alan Alda. CBFC Rating U. Certificate Number VFL/1/37/2012-DEL.",YouTube Movies,,30,,2013-06-19T02:38:13Z,PT1H44M51S,0,0,true,,
https://www.youtube.com/watch?v=FzebZ_uu0gk,Inside Man,Oscar winners Denzel Washington and Jodie Foster star with Oscar nominee Clive Owen in this crime thriller about the perfect bank heist that spirals into a deadly game of cat-and-mouse. CBFC Rating U/A. Certificate Number CFL/2/27/2006-MUM,YouTube Movies,,30,,2013-07-03T23:30:00Z,PT2H8M38S,0,0,true,,
https://www.youtube.com/watch?v=jdGaUUB2aak,The Monuments Men,"Starring a phenomenal ensemble cast led by Matt Damon and George Clooney and based on a true and untold story of World War II, The Monuments Men is suspenseful ticking-clock adventure-thriller about a ragtag team of unlikely, but charismatic heroes, embarking on the greatest treasure hunt in history, taking on the seemingly impossible high-stakes mission to rescue the world's greatest works of art which the Nazi's are hell-bent on destroying",YouTube Movies,,30,,2014-06-11T11:22:37Z,PT1H58M23S,0,0,true,,
https://www.youtube.com/watch?v=iEMKrOjsksE,The Rite,"""The Rite"" is a supernatural thriller that uncovers the Devil's reach to even one of the holiest places on Earth. Inspired by true events, the film follows seminary student Michael Kovak (Colin O'Donoghue), who is sent to study exorcism at the Vatican in spite of his own doubts about the controversial practice and even his own faith. Wearing his deep skepticism like armor, Michael challenges his superiors to look to psychiatry, rather than demons, in treating the possessed. Only when he's sent to apprentice with the unorthodox Father Lucas (Anthony Hopkins)--a legendary priest who has performed thousands of exorcisms--does Michael's armor begin to fall. As he is drawn into a troubling case that seems to transcend even Father Lucas's skill, he begins to glimpse a phenomenon science can't explain or control...and an evil so violent and terrifying that it forces him to question everything he believes. © 2011 New Line Productions, Inc. All rights reserved. CBFC Rating A.Cert No. CFL/3/17/2011-Mum",YouTube Movies,,30,,2013-11-19T01:55:30Z,PT1H53M39S,0,23,true,,
https://www.youtube.com/watch?v=MoD8Wt97Xq8,Mission To Mars,"The year is 2020, and the first manned mission to Mars, commanded by Luke Graham (Don Cheadle), lands safely on the red planet. But the Martian landscape harbors a bizarre and shocking secret that leads to a mysterious disaster so catastrophic, it decimates the crew. Haunted by a cryptic last message from Graham, NASA launches the Mars Recovery Mission to investigate and bring back survivors -- if there are any. Confronted with nearly insurmountable dangers, but propelled by deep friendship, the team finally lands on Mars and makes a discovery so amazing, it takes your breath away. MISSION TO MARS is an action-packed rocket ride that will enthrall you with its stunning special effects. CBFC Rating U. Certificate Number CFL/1/11/2000-MUM.",YouTube Movies,,30,,2013-08-07T03:37:59Z,PT1H53M27S,0,0,true,,
https://www.youtube.com/watch?v=UOxjpPtHVZM,Max (2015),"Max, a precision-trained military dog, serves on the frontlines in Afghanistan alongside his handler, U.S. Marine Kyle Wincott. But when things go terribly wrong on maneuvers, Kyle is mortally wounded and Max, traumatized by the loss of his best friend, is unable to remain in service. Shipped stateside, the only human he seems willing to connect with is Kyle’s teenage brother, Justin. Justin’s growing trust in Max helps the four-legged veteran revert back to his heroic self, and as the pair race against time to unravel the mystery behind Kyle’s death, they find more excitement—and danger—than they bargained for. But they each might also find an unlikely new best friend…in each other. DFL/2/29/2015-MUM",YouTube Movies,,30,,2015-10-11T18:30:04Z,PT1H50M54S,0,31,true,,
https://www.youtube.com/watch?v=5SR6dPkQ_rM,Total Recall,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid (Colin Farrell), even though he's got a beautiful wife (Kate Beckinsale) who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police -- controlled by Chancellor Cohaagen (Bryan Cranston), the leader of the free world -- Quaid teams up with a rebel fighter (Jessica Biel) to find the head of the underground resistance (Bill Nighy) and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate. 2012 Columbia Pictures Industries, Inc. All Rights Reserved. CBFC Rating UA. Certificate Number DFL/2/43/2012-MUM",YouTube Movies,,30,,2013-02-02T08:44:44Z,PT2H10M13S,0,45,true,,
https://www.youtube.com/watch?v=4dfnH232lB4,Incarnate,"A scientist with the ability to enter the subconscious minds of the possessed must save a young boy from the grips of a demon with powers never seen before, while facing the horrors of his past.(CBFC/DFL/3/90/2016-MUM)",YouTube Movies,,30,,2017-08-19T18:30:07Z,PT1H26M14S,0,0,true,,
https://www.youtube.com/watch?v=3LCiNRNkSug,Vacation,"The next generation of Griswolds is at is again – and on the road for another ill-fated adventure. Following in his father’s footsteps and hoping for some much-needed family bonding, a grown-up Rusty Griswold (Ed Helms) surprises his wife, Debbie (Christina Applegate), and their two sons with a cross-country trip back to America’s “favorite family fun park,” Walley World.",YouTube Movies,,30,,2015-11-29T18:30:01Z,PT1H38M58S,0,0,true,,
https://www.youtube.com/watch?v=XzrOks5QVo4,The November Man,"Peter Devereaux is a former CIA agent who is asked by the man he worked for to extract a woman who is in Russia and is presently close to a man running for President, who is believed to have committed crimes during the Chechen war. She can give them the name of someone who can prove it. His friend says that she will only come to him. So he goes and she gets the info and tries to get out but the man finds out and tries to stop her. Peter arrives and saves her but as they are getting away they're shot at. She is killed but tells Peter the name before she dies. Peter kills the men who attacked them but when he sees the leader, Mason, a man he trained, he realizes the CIA is involved. He tries to find the person and the only one who might know where she is, is Alice Fournier, the social worker who helped her when she came to the West. A CIA bigwig steps in and orders that Devereaux be taken off the case and wants Mason to take care of it. The Presidential candidate sends an assassin to make sure no one wrecks his chances of becoming President. Devereaux finds Alice and tries to protect her while trying to find the mole. (CBFC A DFL/3/53/2014-MUM)",YouTube Movies,,30,,2015-09-25T01:34:40Z,PT1H42M21S,0,0,true,,
https://www.youtube.com/watch?v=Y45SC-THvwI,Allied,"From the director of Forrest Gump and Cast Away comes the year’s most seductive thriller. When Intelligence Officer Max Vatan (Academy Award® nominee Brad Pitt) learns his wife (Academy Award® winner Marion Cotillard) may be conspiring with the enemy, he has only 72 hours to prove her innocence and save his family before he must do the unthinkable. DFC/2/168/2016-MUM",YouTube Movies,,30,,2017-03-01T06:02:21Z,PT2H1M35S,0,0,true,,
https://www.youtube.com/watch?v=C1hAEMXf85c,X-Men: The Last Stand,"Experience the awesome power of The X-Men's epic, final battle.  Join well-known mutant heroes and villains, and meet a cadre of all-new warriors -- including Angel, Beast, Juggernaut and Colossus -- in this thrilling, explosive adventure!  After a controversial ""cure"" is discovered, mutants can choose to retain their superhuman abilities or give up their unique gifts and become ""normal.""  When peaceful mutant leader Charles Xavier (Patrick Stewart) clashes with his militant counterpart, Magneto (Ian McKellen), the battle lines are drawn for the war to end all wars.  Bursting with nonstop action, spectacular special effects and exclusive extras, X-Men The Last Stand is a force of nature that will blow you away!",YouTube Movies,,30,,2013-02-14T01:59:25Z,PT1H44M6S,0,0,true,,
https://www.youtube.com/watch?v=JG1pnk2VgEo,Mirror Mirror,An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.(CBFC/DIL/2/4/2013-MUM),YouTube Movies,,30,,2017-07-08T12:23:07Z,PT1H41M35S,0,0,true,,
https://www.youtube.com/watch?v=UaHMLfKeAtU,Money Monster,"In this real-time, high stakes thriller George Clooney and Julia Roberts star as financial TV host Lee Gates and his producer Patty, who are put in an explosive situation when an irate investor who has lost everything (Jack O’Connell) forcefully takes over their studio. During a tense standoff broadcast to millions on live TV, Lee and Patty must work furiously against the clock to unravel the mystery behind a conspiracy at the heart of today's fast-paced, high-tech global markets. CBFC A DFL/3/30/2016-MUM",YouTube Movies,,30,,2016-08-10T18:30:01Z,PT1H39M4S,0,0,true,,
https://www.youtube.com/watch?v=yY5bcIq_h4k,Sucker Punch,"Close your eyes. Open your mind. You will be unprepared. ""Sucker Punch"" is an epic action fantasy that takes us into the vivid imagination of a young girl whose dream world provides the ultimate escape from her darker reality. She has been locked away against her will, but Babydoll (Emily Browning) has not lost her will to survive. Determined to fight for her freedom, she urges four other young girls to band together and try to escape their terrible fate at the hands of their captors. Led by Babydoll, the girls engage in fantastical warfare against everything from samurais to serpents, with a virtual arsenal at their disposal. Together, they must decide what they are willing to sacrifice in order to stay alive. But with the help of a Wise Man (Scott Glenn), their unbelievable journey—if they succeed—will set them free.
© 2011 Warner Bros, Entertainment Inc. and Legendary Pictures. All
CBFC Rating U/A.Cert No. CFL/2/18/2011-Mum",YouTube Movies,,30,,2013-11-15T07:24:36Z,PT1H49M43S,0,22,true,,
https://www.youtube.com/watch?v=nNPZOZR_WDQ,Hell or High Water,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.(CBFC/DFL/2/22/2017-MUM),YouTube Movies,,30,,2017-08-19T18:30:02Z,PT1H41M23S,0,0,true,,
https://www.youtube.com/watch?v=pnwfdY0HVu4,Pete's Dragon (2016),"For years, old Mr. Meacham has delighted local children with tales of the fierce dragon that resides deep in the Pacific Northwest woods. To his daughter Grace, a forest ranger, the stories are little more than tall tales…until she meets Pete, a mysterious 10-year-old with no family or home, who claims to live in the woods with a giant green dragon named Elliot. With the help of 11-year-old Natalie, whose father owns the local lumber mill, Grace sets out to learn where Pete came from, where he belongs, and the truth about this dragon. Certificate No. DFL/2/113/2016-MUM",YouTube Movies,,30,,2016-12-09T18:07:42Z,PT1H42M45S,0,0,true,,
https://www.youtube.com/watch?v=r3MM8CvL1oA,The 5th Wave,"Four waves of increasingly deadly alien attacks have left most of Earth decimated. Against a backdrop of fear and distrust, Cassie (Chloë Grace Moretz) is on the run, desperately trying to save her younger brother. As she prepares for the inevitable and lethal 5th wave, Cassie teams up with a young man who may become her final hope – if she can only trust him.",YouTube Movies,,30,,2016-05-02T18:40:04Z,PT1H52M22S,0,0,true,,
https://www.youtube.com/watch?v=8jdWA0pM9X8,What to Expect When you are Expecting,"Follow the lives of five interconnected couples as they experience the thrills and surprises of having a baby. Soon they realize that no matter what you plan for, life does not always deliver what is expected. (CBFC A DFL/3/16/2012-MUM)",YouTube Movies,,30,,2016-08-11T18:00:08Z,PT1H45M25S,0,0,true,,
https://www.youtube.com/watch?v=qKcOtOejaic,My Best Friend's Wedding,"Julia Roberts, Dermot Mulroney, Cameron Diaz and Rupert Everett star in My Best Friend's Wedding, a high-spirited romantic comedy that serves up something wild, something new, something touching and something truly hilarious. Roberts dazzles as commitment-shy Jules Potter, who reluctantly realizes she is in love with her best friend Michael (Mulroney). There is just one catch: he's about to marry someone else. Comically crazed and full of devious plans, Jules will do anything to steal him back... except tell him the simple truth. CBFC U/A CFL/2/51/97-MUM",YouTube Movies,,30,,2013-02-03T16:02:46Z,PT1H44M56S,0,20,true,,
https://www.youtube.com/watch?v=rNTOuqR6x_Q,The Little Rascals Save the Day,"The Little Rascals are back in an all-new movie! Join the fun with Spanky, Alfalfa, Darla, Buckwheat, Petey the dog and the whole gang as they are up to their usual mischief! The Rascals try anything to raise the money needed to save their grandma's (Doris Roberts) bakery. The only trouble is -- they can't seem to do anything right! From botched pet washes to terrible taxi service, they just can't raise a penny. Their only hope is to win prize money from the local talent show -- but have you ever heard Alfalfa sing? VFL/1/29/2014-MUM",YouTube Movies,,30,,2014-06-19T18:30:04Z,PT1H37M46S,0,0,true,,
https://www.youtube.com/watch?v=k7UaZ6Su5dI,The Smurfs,"In their race to escape the malevolent wizard Gargamel, the little blue forest dwellers find themselves suddenly transported to Central Park. Now stuck in a world populated by towering giants, the Smurfs must find a way to elude Gargamel, and find a way back to the village they call home. 2011 Columbia Pictures Industries, Inc. and Hemisphere - Culver Picture Partners I, LLC. All Rights Reserved. CBFC Rating U. Certificate Number VFL/1/68/2011-Mum. CBFC Rating V/U. Certificate Number VFL/1/68/2011-Mum",YouTube Movies,,30,,2013-03-08T02:20:32Z,PT1H42M44S,0,0,true,,
https://www.youtube.com/watch?v=gc9sgdUkWY0,G.I. Joe: The Rise of Cobra,"When all else fails... they don't! They are G.I. Joe, a top-secret elite strike force featuring the best operatives from around the globe. After a high-tech, secret weapon is stolen by the mysterious and evil Cobra organization, the G.I. Joes must race against time to stop Cobra from using the weapon and plunging the world into chaos.  Starring Channing Tatum, Marlon Wayans and Sienna Miller, G.I. Joe: The Rise of Cobra is the ultimate action-thrill ride! CBFC Rating U/A. Certificate Number CFL/2/68/2009-MUM",YouTube Movies,,30,,2013-02-09T12:05:53Z,PT1H57M56S,0,0,true,,
https://www.youtube.com/watch?v=4CAhEt_f960,The Italian Job (2003),"The plan was flawless. The execution was perfect. Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Now he wants more than the job's payoff...he wants payback. Mark Wahlberg is electrifying as Croker in this ""fast and furious action-adventure.""* Along with a drop-dead gorgeous safecracker (Charlize Theron), Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles. With an ensemble all-star cast that also includes Edward Norton, Seth Green, Jason Statham, Mos Def, Franky G and Donald Sutherland, The Italian Job is ""Hot!""  CBFC Rating U/A. Certificate Number CFL/2/35/2003-MUM",YouTube Movies,,30,,2013-02-10T18:10:53Z,PT1H50M33S,0,0,true,,
https://www.youtube.com/watch?v=2BR-LGAfqjQ,Resident Evil: Retribution,"The Umbrella Corporation's deadly T-virus is spreading across the globe, transforming ordinary people into legions of zombies. Headed for extinction, the human race has just one hope: Alice (Milla Jovovich). She's on a mission, fighting her way through cities and across continents, all inside Umbrella's prime research facility. Old friends become new enemies as she battles to escape and discovers that everything that she believes may not even be true.",YouTube Movies,,30,,2013-03-26T17:20:47Z,PT1H35M39S,0,96,true,,
https://www.youtube.com/watch?v=AWpl7YE_38Q,Superman Returns,"He's back, and not a moment too soon. During the five years Superman sought his home planet, things changed on his adopted planet: nations moved on without him; Lois Lane now has a son, a fiance and a Pulitzer for ""Why the World Doesn't Need Superman""; and Lex Luthor has a plan to gain world domination but could destroy billions of lives. CERT. NO.: CFL/1/27/2006-MUM",YouTube Movies,,30,,2014-07-12T03:49:13Z,PT2H34M16S,0,198,true,,
https://www.youtube.com/watch?v=-0sxErCPYVc,American Assassin,Black ops recruit Mitch Rapp (Dylan O'Brien) is reeling from the death of his fiancée in a terrorist attack when he is assigned to shadowy CIA figure Stan Hurley (Michael Keaton) to receive special training in tracking terrorists. Rapp and Hurley are then dispatched to join a Turkish agent on a mission to stop a mysterious operative from unleashing chaos of international proportions.,YouTube Movies,,30,,2017-11-27T18:30:02Z,PT1H51M42S,0,70,true,,
https://www.youtube.com/watch?v=wMFADwMcKgk,Sniper: Ghost Shooter,"Elite snipers Brandon Beckett (Chad Michael Collins) and Richard Miller (Billy Zane) are fighting extremists in the Middle East when Colonel (Dennis Haysbert) gives them a new mission: to protect a gas pipeline stretching from the Republic of Georgia to Western Europe from terrorists eager to make a political statement. But when skirmishes with the enemy lead to U.S. snipers being killed by a ghost shooter who locks into their exact location, a security breach is suspected. Fingers are pointed and battle lines are drawn, all leading up to an explosive climax. CBFC U/A VFL/2/178/2016-MUM",YouTube Movies,,30,,2017-01-08T18:30:00Z,PT1H37M47S,0,0,true,,
https://www.youtube.com/watch?v=6fZVUHXJcUw,Rogue One: A Star Wars Story,"From Lucasfilm comes the first of the Star Wars stand-alone films – Rogue One: A Star Wars Story, an epic adventure. In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire’s ultimate weapon of destruction. This key event in the Star Wars timeline brings together ordinary people who choose to do extraordinary things, and in doing so, become part of something greater than themselves. (CBFC U/A DFL/2/160/2016-MUM)",YouTube Movies,,30,,2017-03-23T18:32:11Z,PT2H13M55S,0,0,true,,
https://www.youtube.com/watch?v=6xrh-w09Rvo,The Ugly Truth,"Katherine Heigl and Gerard Butler star in this wildly funny battle of the sexes. Abby (Heigl), a successful morning show producer, is looking for a lot in a man. Mike (Butler), her obnoxious TV star, knows men only want one thing. Determined to prove that she's not romantically challenged, Abby takes Mike's advice during a promising new romance, but the unexpected results will stun everyone. CBFC U/A VFL/2/348/2010-MUM",YouTube Movies,,30,,2014-05-31T13:54:07Z,PT1H31M52S,0,18,true,,
https://www.youtube.com/watch?v=OVS_z4Ru1YY,Fantastic Four,"A contemporary re-imagining of Marvel’s original and longest-running superhero team, centers on four young outsiders who teleport to an alternate and dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",YouTube Movies,,30,,2015-11-23T18:30:05Z,PT1H39M58S,0,0,true,,
https://www.youtube.com/watch?v=bGY10oqiJoM,The Ant Bully,"From Academy Award nominated filmmaker John A. Davis (Jimmy Neutron: Boy Genius) and producers Tom Hanks and Gary Goetzman (The Polar Express), The Ant Bully tells a witty and heartwarming story about a 10-year-old boy who embarks on a remarkable journey. New in town, friendless and tormented by a neighborhood bully, young Lucas Nickle has been taking out his frustration on the innocent ant hill in his yard. But one day the ants retaliate. Using a magic potion, they shrink Lucas down to ant size and sentence him to live like an ant in their colony. In this strange new world Lucas will learn important lessons about friendship, get a whole new perspective on life and ultimately find the courage to stand up for himself.  (c) 2006 Warner Bros. Entertainment Inc. All rights reserved. 
CBFC Rating U.Cert No. CFL/1/52/2006-Mum.",YouTube Movies,,30,,2013-11-18T09:10:05Z,PT1H28M59S,0,16,true,,
https://www.youtube.com/watch?v=bfEIhjqXP5A,The Tourist,"Frank (Johnny Depp), a mild-mannered American on vacation in Venice, Italy, is befriended by Elise (Angelina Jolie), a breathtakingly beautiful woman with a mysterious secret. Soon, their playful romantic dalliance turns into a complicated web of dangerous deceit as they are chased by Interpol, the Italian police, and Russian hit men in this suspense-filled, international action thriller. CBFC U/A CFL/2/78/2010-MUM",YouTube Movies,,30,,2016-12-20T23:48:12Z,PT1H43M59S,0,0,true,,
https://www.youtube.com/watch?v=rAz5u3wiCVk,Jack Reacher: Never Go Back,"Jack Reacher returns to enforce his bold brand of justice in the action-packed sequel based on Lee Child’s best-selling Jack Reacher series. When Army Major Susan Turner is framed for treason, Reacher discovers she’s the target of a massive government conspiracy. With help from Turner and a mysterious new ally, Reacher risks everything to take down a powerful organization that will stop at nothing to protect its secrets. DFL/2/142/2016-MUM",YouTube Movies,,30,,2016-12-17T00:56:22Z,PT1H57M35S,0,0,true,,
https://www.youtube.com/watch?v=mhSAFrqjapQ,Epic,"From the creators of Ice Age comes the year's funniest, most exhilarating animated adventure. Transported to a magical world, a teenager is recruited to help the ""Leafmen"" save their world and ours from evil forest warriors. The whole family will love the astonishing animation and the all-star voice cast, which includes Amanda Seyfried, Beyoncé Knowles, Colin Farrell & Steven Tyler!",YouTube Movies,,30,,2013-09-04T03:41:35Z,PT1H42M29S,0,0,true,,
https://www.youtube.com/watch?v=8KWjhxHb99w,Dr. Seuss' Horton Hears a Who!,"The classic and beloved story from Dr. Seuss is now a CG animated film from 20th Century Fox Animation, the makers of the Ice Age films. An imaginative elephant named Horton (Jim Carrey) hears a faint cry for help coming from a tiny speck of dust floating through the air. Horton suspects there may be life on that speck and despite a surrounding community, which thinks he has lost his mind, he is determined to save the tiny particle! Jim Carrey and Steve Carell lead an all-star cast in bringing this wonderful family picture to life!",YouTube Movies,,30,,2013-09-05T22:23:28Z,PT1H26M9S,0,0,true,,
